trial,t_ms,flywire_id,v_mv
0,189.0,10001,-52.000
0,189.0,10010,-52.000
0,189.1,10001,-52.000
0,189.1,10010,-52.000
0,189.2,10001,-52.000
0,189.2,10010,-52.000
0,189.3,10001,-52.000
0,189.3,10010,-52.000
0,189.4,10001,-52.000
0,189.4,10010,-52.000
0,189.5,10001,-52.000
0,189.5,10010,-52.000
0,189.6,10001,-52.000
0,189.6,10010,-52.000
0,189.7,10001,-52.000
0,189.7,10010,-52.000
0,189.8,10001,-52.000
0,189.8,10010,-52.000
0,189.9,10001,-52.000
0,189.9,10010,-52.000
0,190.0,10001,-52.000
0,190.0,10010,-52.000
0,190.1,10001,-52.000
0,190.1,10010,-52.000
0,190.2,10001,-52.000
0,190.2,10010,-52.000
0,190.3,10001,-52.000
0,190.3,10010,-52.000
0,190.4,10001,-52.000
0,190.4,10010,-52.000
0,190.5,10001,-52.000
0,190.5,10010,-52.000
0,190.6,10001,-52.000
0,190.6,10010,-52.000
0,190.7,10001,-52.000
0,190.7,10010,-52.000
0,190.8,10001,-52.000
0,190.8,10010,-52.000
0,190.9,10001,-52.000
0,190.9,10010,-52.000
0,191.0,10001,-52.000
0,191.0,10010,-52.000
0,191.1,10001,-52.000
0,191.1,10010,-52.000
0,191.2,10001,-52.000
0,191.2,10010,-52.000
0,191.3,10001,-52.000
0,191.3,10010,-52.000
0,191.4,10001,-52.000
0,191.4,10010,-52.000
0,191.5,10001,-52.000
0,191.5,10010,-52.000
0,191.6,10001,-52.000
0,191.6,10010,-52.000
0,191.7,10001,-52.000
0,191.7,10010,-52.000
0,191.8,10001,-52.000
0,191.8,10010,-52.000
0,191.9,10001,-52.000
0,191.9,10010,-52.000
0,192.0,10001,-52.000
0,192.0,10010,-52.000
0,192.1,10001,-52.000
0,192.1,10010,-52.000
0,192.2,10001,-52.000
0,192.2,10010,-52.000
0,192.3,10001,-52.000
0,192.3,10010,-52.000
0,192.4,10001,-52.000
0,192.4,10010,-52.000
0,192.5,10001,-52.000
0,192.5,10010,-52.000
0,192.6,10001,-52.000
0,192.6,10010,-52.000
0,192.7,10001,-52.000
0,192.7,10010,-52.000
0,192.8,10001,-52.000
0,192.8,10010,-52.000
0,192.9,10001,-52.000
0,192.9,10010,-52.000
0,193.0,10001,-52.000
0,193.0,10010,-52.000
0,193.1,10001,-52.000
0,193.1,10010,-52.000
0,193.2,10001,-52.000
0,193.2,10010,-52.000
0,193.3,10001,-52.000
0,193.3,10010,-52.000
0,193.4,10001,-52.000
0,193.4,10010,-52.000
0,193.5,10001,-52.000
0,193.5,10010,-52.000
0,193.6,10001,-52.000
0,193.6,10010,-52.000
0,193.7,10001,-52.000
0,193.7,10010,-52.000
0,193.8,10001,-52.000
0,193.8,10010,-52.000
0,193.9,10001,-52.000
0,193.9,10010,-52.000
0,194.0,10001,-52.000
0,194.0,10010,-52.000
0,194.1,10001,-52.000
0,194.1,10010,-52.000
0,194.2,10001,-52.000
0,194.2,10010,-52.000
0,194.3,10001,-52.000
0,194.3,10010,-52.000
0,194.4,10001,-52.000
0,194.4,10010,-52.000
0,194.5,10001,-52.000
0,194.5,10010,-52.000
0,194.6,10001,-52.000
0,194.6,10010,-52.000
0,194.7,10001,-52.000
0,194.7,10010,-52.000
0,194.8,10001,-52.000
0,194.8,10010,-52.000
0,194.9,10001,-52.000
0,194.9,10010,-52.000
0,195.0,10001,-52.000
0,195.0,10010,-52.000
0,195.1,10001,-52.000
0,195.1,10010,-52.000
0,195.2,10001,-52.000
0,195.2,10010,-52.000
0,195.3,10001,-52.000
0,195.3,10010,-52.000
0,195.4,10001,-52.000
0,195.4,10010,-52.000
0,195.5,10001,-52.000
0,195.5,10010,-52.000
0,195.6,10001,-52.000
0,195.6,10010,-52.000
0,195.7,10001,-52.000
0,195.7,10010,-52.000
0,195.8,10001,-52.000
0,195.8,10010,-52.000
0,195.9,10001,-52.000
0,195.9,10010,-52.000
0,196.0,10001,-52.000
0,196.0,10010,-52.000
0,196.1,10001,-52.000
0,196.1,10010,-52.000
0,196.2,10001,-52.000
0,196.2,10010,-52.000
0,196.3,10001,-52.000
0,196.3,10010,-52.000
0,196.4,10001,-52.000
0,196.4,10010,-52.000
0,196.5,10001,-52.000
0,196.5,10010,-52.000
0,196.6,10001,-52.000
0,196.6,10010,-52.000
0,196.7,10001,-52.000
0,196.7,10010,-52.000
0,196.8,10001,-52.000
0,196.8,10010,-52.000
0,196.9,10001,-52.000
0,196.9,10010,-52.000
0,197.0,10001,-52.000
0,197.0,10010,-52.000
0,197.1,10001,-52.000
0,197.1,10010,-52.000
0,197.2,10001,-52.000
0,197.2,10010,-52.000
0,197.3,10001,-52.000
0,197.3,10010,-52.000
0,197.4,10001,-52.000
0,197.4,10010,-52.000
0,197.5,10001,-52.000
0,197.5,10010,-52.000
0,197.6,10001,-52.000
0,197.6,10010,-52.000
0,197.7,10001,-52.000
0,197.7,10010,-52.000
0,197.8,10001,-52.000
0,197.8,10010,-52.000
0,197.9,10001,-52.000
0,197.9,10010,-52.000
0,198.0,10001,-52.000
0,198.0,10010,-52.000
0,198.1,10001,-52.000
0,198.1,10010,-52.000
0,198.2,10001,-52.000
0,198.2,10010,-52.000
0,198.3,10001,-52.000
0,198.3,10010,-52.000
0,198.4,10001,-52.000
0,198.4,10010,-52.000
0,198.5,10001,-52.000
0,198.5,10010,-52.000
0,198.6,10001,-52.000
0,198.6,10010,-52.000
0,198.7,10001,-52.000
0,198.7,10010,-52.000
0,198.8,10001,-52.000
0,198.8,10010,-52.000
0,198.9,10001,-52.000
0,198.9,10010,-52.000
0,199.0,10001,-52.000
0,199.0,10010,-52.000
0,199.1,10001,-52.000
0,199.1,10010,-52.000
0,199.2,10001,-52.000
0,199.2,10010,-52.000
0,199.3,10001,-52.000
0,199.3,10010,-52.000
0,199.4,10001,-52.000
0,199.4,10010,-52.000
0,199.5,10001,-52.000
0,199.5,10010,-52.000
0,199.6,10001,-52.000
0,199.6,10010,-52.000
0,199.7,10001,-52.000
0,199.7,10010,-52.000
0,199.8,10001,-52.000
0,199.8,10010,-52.000
0,199.9,10001,-52.000
0,199.9,10010,-52.000
0,200.0,10001,-52.000
0,200.0,10010,-52.000
0,200.1,10001,-52.000
0,200.1,10010,-52.000
0,200.2,10001,-52.000
0,200.2,10010,-52.000
0,200.3,10001,-52.000
0,200.3,10010,-52.000
0,200.4,10001,-52.000
0,200.4,10010,-52.000
0,200.5,10001,-52.000
0,200.5,10010,-52.000
0,200.6,10001,-52.000
0,200.6,10010,-52.000
0,200.7,10001,-52.000
0,200.7,10010,-52.000
0,200.8,10001,-52.000
0,200.8,10010,-52.000
0,200.9,10001,-52.000
0,200.9,10010,-52.000
0,201.0,10001,-52.000
0,201.0,10010,-52.000
0,201.1,10001,-52.000
0,201.1,10010,-52.000
