trial,t,flywire_id
0,0.0000,25136
0,0.0001,20749
0,0.0001,22557
0,0.0002,19146
0,0.0002,26393
0,0.0002,34407
0,0.0003,12384
0,0.0003,19608
0,0.0004,20162
0,0.0004,22218
0,0.0004,22261
0,0.0004,24187
0,0.0004,32507
0,0.0005,12384
0,0.0005,21769
0,0.0006,19249
0,0.0006,41097
0,0.0007,18929
0,0.0007,25286
0,0.0008,19146
0,0.0008,23349
0,0.0008,514670
0,0.0009,19034
0,0.0009,24308
0,0.0009,30041
0,0.0009,32223
0,0.0009,521115
0,0.0010,21862
0,0.0010,35680
0,0.0010,134521
0,0.0011,14102
0,0.0011,20240
0,0.0012,13764
0,0.0012,18929
0,0.0012,21808
0,0.0012,25572
0,0.0012,31988
0,0.0013,24568
0,0.0013,35838
0,0.0014,31964
0,0.0015,19842
0,0.0015,22261
0,0.0015,34655
0,0.0015,40841
0,0.0015,129687
0,0.0016,17880
0,0.0017,15804
0,0.0018,33303
0,0.0018,35889
0,0.0019,25636
0,0.0019,26730
0,0.0019,29287
0,0.0020,25854
0,0.0020,29319
0,0.0020,30041
0,0.0020,33406
0,0.0020,112292
0,0.0020,134521
0,0.0022,517819
0,0.0023,29319
0,0.0024,12384
0,0.0024,19589
0,0.0024,20584
0,0.0024,21361
0,0.0025,19229
0,0.0025,20047
0,0.0025,33439
0,0.0025,34655
0,0.0025,40841
0,0.0025,521115
0,0.0026,25511
0,0.0026,29986
0,0.0026,33396
0,0.0026,41097
0,0.0027,29986
0,0.0027,32237
0,0.0028,18936
0,0.0028,19229
0,0.0028,21045
0,0.0028,37613
0,0.0029,16659
0,0.0029,24187
0,0.0030,24118
0,0.0030,29216
0,0.0030,37431
0,0.0030,111903
0,0.0031,21703
0,0.0032,12951
0,0.0032,25524
0,0.0032,29014
0,0.0032,30893
0,0.0032,34051
0,0.0034,12427
0,0.0034,27355
0,0.0034,33303
0,0.0034,523564
0,0.0035,29873
0,0.0035,111903
0,0.0035,514670
0,0.0036,21318
0,0.0036,29319
0,0.0036,29815
0,0.0036,55627
0,0.0037,10283
0,0.0037,10943
0,0.0037,514670
0,0.0038,27796
0,0.0038,29986
0,0.0039,11677
0,0.0040,10001
0,0.0040,10010
0,0.0040,23919
0,0.0040,30512
0,0.0040,35838
0,0.0041,22212
0,0.0041,24268
0,0.0041,25136
0,0.0041,25497
0,0.0042,25286
0,0.0043,12275
0,0.0043,24401
0,0.0043,33694
0,0.0043,531898
0,0.0044,10417
0,0.0044,11137
0,0.0044,12870
0,0.0044,20471
0,0.0044,23756
0,0.0044,24118
0,0.0044,25511
0,0.0044,32223
0,0.0044,34051
0,0.0045,10923
0,0.0045,19842
0,0.0045,21703
0,0.0045,39620
0,0.0046,20535
0,0.0046,25253
0,0.0047,13286
0,0.0047,14862
0,0.0047,21813
0,0.0047,23878
0,0.0047,27716
0,0.0047,28188
0,0.0047,129687
0,0.0047,525844
0,0.0048,10828
0,0.0048,17059
0,0.0048,23147
0,0.0048,24840
0,0.0048,25392
0,0.0048,31964
0,0.0049,19911
0,0.0049,23056
0,0.0049,33965
0,0.0050,11826
0,0.0050,13122
0,0.0050,27023
0,0.0050,95237
0,0.0051,10297
0,0.0051,17774
0,0.0051,18672
0,0.0051,20047
0,0.0052,10173
0,0.0052,12384
0,0.0052,19034
0,0.0052,23349
0,0.0052,29753
0,0.0052,112292
0,0.0052,129687
0,0.0053,10145
0,0.0053,16554
0,0.0053,30938
0,0.0053,31563
0,0.0053,524364
0,0.0054,10147
0,0.0054,15890
0,0.0054,37925
0,0.0054,539413
0,0.0055,10361
0,0.0055,19034
0,0.0055,23590
0,0.0056,11697
0,0.0056,13601
0,0.0056,20162
0,0.0057,10228
0,0.0057,10867
0,0.0057,12531
0,0.0057,20471
0,0.0057,21862
0,0.0058,10584
0,0.0058,27796
0,0.0058,29815
0,0.0059,19911
0,0.0059,21361
0,0.0059,23665
0,0.0059,27355
0,0.0059,33439
0,0.0059,34407
0,0.0059,533895
0,0.0060,33211
0,0.0060,523626
0,0.0062,10158
0,0.0062,10223
0,0.0062,18628
0,0.0062,519771
0,0.0063,10601
0,0.0064,12507
0,0.0065,16659
0,0.0066,10995
0,0.0066,12041
0,0.0067,10732
0,0.0069,11812
0,0.0069,16438
0,0.0070,10780
0,0.0070,28725
0,0.0070,523564
0,0.0070,523921
0,0.0070,531648
0,0.0071,12427
0,0.0071,12951
0,0.0073,10558
0,0.0074,24509
0,0.0075,76505
0,0.0075,555383
0,0.0076,10449
0,0.0076,10887
0,0.0077,10283
0,0.0077,10943
