trial,t,flywire_id
0,0.0000,16128
0,0.0000,18396
0,0.0000,32597
0,0.0000,37587
0,0.0000,100485
0,0.0000,518016
0,0.0001,29563
0,0.0002,18127
0,0.0002,111787
0,0.0003,20282
0,0.0003,20572
0,0.0003,511914
0,0.0004,519931
0,0.0005,17478
0,0.0005,20976
0,0.0005,28980
0,0.0005,31429
0,0.0006,23929
0,0.0006,29514
0,0.0006,37587
0,0.0007,19543
0,0.0007,21804
0,0.0007,518016
0,0.0008,23792
0,0.0009,19550
0,0.0009,31262
0,0.0010,20399
0,0.0010,518016
0,0.0010,532254
0,0.0011,18396
0,0.0012,20808
0,0.0013,15018
0,0.0013,28980
0,0.0014,32597
0,0.0015,31429
0,0.0016,17987
0,0.0017,18396
0,0.0017,518983
0,0.0018,23226
0,0.0018,25584
0,0.0018,533129
0,0.0019,18478
0,0.0019,22847
0,0.0019,31301
0,0.0019,37587
0,0.0022,15018
0,0.0022,19634
0,0.0022,21165
0,0.0022,21225
0,0.0022,22772
0,0.0022,28980
0,0.0022,34845
0,0.0022,515476
0,0.0022,516909
0,0.0024,33137
0,0.0026,532254
0,0.0027,16628
0,0.0027,512366
0,0.0027,531898
0,0.0028,22328
0,0.0028,22772
0,0.0028,23792
0,0.0029,20967
0,0.0030,18478
0,0.0031,10010
0,0.0031,11137
0,0.0031,18396
0,0.0032,35262
0,0.0033,31429
0,0.0034,31429
0,0.0035,10259
0,0.0035,15018
0,0.0035,16475
0,0.0035,17860
0,0.0035,17926
0,0.0035,524899
0,0.0036,10020
0,0.0036,518730
0,0.0037,15018
0,0.0037,19260
0,0.0037,19634
0,0.0038,10017
0,0.0038,10197
0,0.0038,10752
0,0.0038,17340
0,0.0038,18396
0,0.0038,21721
0,0.0038,31308
0,0.0039,10001
0,0.0039,17860
0,0.0039,18432
0,0.0039,30480
0,0.0040,10257
0,0.0040,19454
0,0.0040,38065
0,0.0041,16459
0,0.0041,28980
0,0.0042,10146
0,0.0042,29563
0,0.0042,35262
0,0.0043,23098
0,0.0043,27829
0,0.0043,81112
0,0.0044,535341
0,0.0045,10117
0,0.0045,11927
0,0.0045,18396
0,0.0045,22975
0,0.0045,29514
0,0.0045,30803
0,0.0046,10074
0,0.0046,10106
0,0.0046,18628
0,0.0046,23098
0,0.0046,28945
0,0.0047,10145
0,0.0047,23392
0,0.0048,10992
0,0.0048,22194
0,0.0048,519931
0,0.0048,527690
0,0.0049,14888
0,0.0049,17548
0,0.0049,20440
0,0.0049,21336
0,0.0049,530029
0,0.0050,13794
0,0.0050,37587
0,0.0050,533129
0,0.0051,12215
0,0.0051,29563
0,0.0051,532199
0,0.0052,17054
0,0.0052,519416
0,0.0052,531899
0,0.0053,29514
0,0.0053,526286
0,0.0053,531985
0,0.0054,10277
0,0.0054,18189
0,0.0054,19260
0,0.0054,21225
0,0.0054,65991
0,0.0055,19794
0,0.0055,20572
0,0.0055,21392
0,0.0055,526031
0,0.0056,15994
0,0.0056,17668
0,0.0056,22966
0,0.0056,521326
0,0.0056,527536
0,0.0057,10373
0,0.0057,12032
0,0.0057,16917
0,0.0057,27750
0,0.0057,30087
0,0.0058,10361
0,0.0058,11118
0,0.0058,19302
0,0.0058,523921
0,0.0058,531648
0,0.0059,13122
0,0.0059,16809
0,0.0059,71157
0,0.0060,524001
0,0.0061,10228
0,0.0061,523564
0,0.0061,531898
0,0.0063,11895
0,0.0063,19951
0,0.0065,10855
0,0.0065,16904
0,0.0066,10923
0,0.0066,16520
0,0.0066,21026
0,0.0067,16246
0,0.0067,17065
0,0.0068,10281
