trial,t,flywire_id
0,0.0000,807551
0,0.0000,809498
0,0.0000,810660
0,0.0000,811359
0,0.0000,811840
0,0.0000,812315
0,0.0000,812543
0,0.0000,812662
0,0.0000,812892
0,0.0000,812905
0,0.0000,813144
0,0.0000,813448
0,0.0000,815482
0,0.0000,815980
0,0.0000,816032
0,0.0000,816909
0,0.0000,817844
0,0.0000,818899
0,0.0000,821441
0,0.0000,907424
0,0.0000,936612
0,0.0000,946208
0,0.0001,806142
0,0.0001,806786
0,0.0001,807380
0,0.0001,808666
0,0.0001,809995
0,0.0001,813521
0,0.0001,813582
0,0.0001,813716
0,0.0001,813729
0,0.0001,813934
0,0.0001,814157
0,0.0001,814439
0,0.0001,814578
0,0.0001,815082
0,0.0001,815723
0,0.0001,816525
0,0.0001,818578
0,0.0001,819115
0,0.0001,830858
0,0.0001,839102
0,0.0001,902946
0,0.0001,903122
0,0.0001,908845
0,0.0002,807329
0,0.0002,809667
0,0.0002,809880
0,0.0002,809941
0,0.0002,810235
0,0.0002,810490
0,0.0002,811335
0,0.0002,813176
0,0.0002,813327
0,0.0002,813710
0,0.0002,813781
0,0.0002,814493
0,0.0002,814635
0,0.0002,815526
0,0.0002,815723
0,0.0002,816526
0,0.0002,816567
0,0.0002,817717
0,0.0002,817986
0,0.0002,818915
0,0.0002,820324
0,0.0002,822689
0,0.0002,823594
0,0.0002,905490
0,0.0002,908237
0,0.0002,912242
0,0.0002,912646
0,0.0002,946206
0,0.0003,806786
0,0.0003,808432
0,0.0003,808796
0,0.0003,808946
0,0.0003,811771
0,0.0003,813233
0,0.0003,813340
0,0.0003,813407
0,0.0003,813582
0,0.0003,813756
0,0.0003,813805
0,0.0003,814493
0,0.0003,814513
0,0.0003,815090
0,0.0003,815545
0,0.0003,815891
0,0.0003,816275
0,0.0003,816832
0,0.0003,817341
0,0.0003,818342
0,0.0003,818406
0,0.0003,818944
0,0.0003,820126
0,0.0003,821221
0,0.0003,825043
0,0.0003,827248
0,0.0003,904201
0,0.0004,805050
0,0.0004,808999
0,0.0004,812994
0,0.0004,814049
0,0.0004,814237
